Cleaned_Tweet,Suicide
school worst i get nervous worked i throw pass i force myself pass hyperventilating get break i dont know i starting get suicidal thoughts my mom shames me procrastinating much poor me shit please help,Potential Suicide post 
well want me come back home,Not Suicide post
kellyhopperflorida usa waiting end please chester let me come heaven i dont want fight anymore nobody cares bother,Potential Suicide post 
raina oh i understand would want deceive people i dont understand involve family thing ndash especially tammy,Not Suicide post
busy times elstree studios new arrivals include murderland secret diary call girl reuniting rubins huge sainsburys,Not Suicide post
tommcfly i wouldnãâât say quotthe best books ever writtenquot quite close though i bit disappointed th,Not Suicide post
i hope god takes me soon i legit tired living really wanna die i feel like crying everything lâ,Potential Suicide post 
escribitionist i didnt want eat others foodd dun make me sound bad lah i another crave foodthats,Not Suicide post
rln funny,Not Suicide post
jcred yeah i thought hollywood teaching us green top movie really really powerful cars going fast,Not Suicide post
rt princesssgb im pleased announce i releasing limited amount my u mad merch friday #whyumad,Not Suicide post
thanks welcome mark,Not Suicide post
i really hate myself much wait long ass line damn,Potential Suicide post 
tommcfly go gerhard richter exhibition i love,Not Suicide post
horror scope quotdoing boring desk work take constant mental readjustment nowquot thats different every day,Not Suicide post
rt muffetmcgraw congratulations vivian stringer th win tonight amazing accomplishment amazing woman staâ,Not Suicide post
tired,Not Suicide post
joniconix ah refer tabloid letters i see case i must add additional rephrasing quoti dontquot,Not Suicide post
rt hankrsmith breaking serious relationship saying âi still want close friendsâ like saying âthe dog dead iâ,Potential Suicide post 
jessicahamby i laughed hard statement hard i needed thank,Not Suicide post
my wife says hes left updog,Potential Suicide post 
time bust green wing,Not Suicide post
rt narendramodi delighted join centenary celebrations patna university sharing my speech programme today,Not Suicide post
robcthegeek forgot dependency injectionioc containers tech todo list,Not Suicide post
itsmeajyo think i like feeling walking past homeless person knowing im gonna give money i wishâ,Potential Suicide post 
i tired everything i want die,Potential Suicide post 
yes go keep bringing me i swear iâll deactivate my social medias never come back yeah guysâ,Potential Suicide post 
gogreen yeah i watched blog tv today my wife one told i wanted pet lmao good night,Not Suicide post
vacancy starring kate beckinsale luke wilson gonna watch fariah lynnnnnn rocks,Not Suicide post
damn i really hours start finish paper tomorrow i hate myself,Potential Suicide post 
alexcraven yeah i saw im tempted get think ill wait till dvd set i like able gorge myself,Not Suicide post
mickydodds pretty much trying follow interesting ones moment,Not Suicide post
nrdbeere microblog good point,Not Suicide post
tired,Not Suicide post
installing call duty big dont hell yeah,Not Suicide post
i cant live world ok much bad evil i cant handle anymore theres much evil world good almost everyone apathetic suffering world people actively contribute people harass hate kill reason people get killed natural disasters people dont give shit think whatever better me move lives,Potential Suicide post 
debasispradhan hah quotif i dont much timequot good point,Not Suicide post
dajw nowt wrong abit cheese monsieur winsor,Not Suicide post
rt rmfifthcircuit truly horrifying article us dont underlying deep hereditary mental health disorder thaâ,Potential Suicide post 
proud wilmington de decreased number homicides compared time last year absolutely commendable,Not Suicide post
mrbez staffordshire uk peter oh peter rid life get better dont let get anymore tears go free want chat always xxx,Potential Suicide post 
messi tired,Not Suicide post
iâm waste space i deserve die,Potential Suicide post 
rt imraina dominating performance thehockeyindia let celebrations begin best wishes games ahead,Not Suicide post
zayleeuh damn i hate myself,Potential Suicide post 
namjoon damn i hate myself,Potential Suicide post 
i got exactly days life left ive never felt calm peace id rather wait till first day i completely alone time i need,Potential Suicide post 
congratulations lucky winners ð,Not Suicide post
bitch im gonna kill myself fuck,Potential Suicide post 
creamqueen lady iâm hill ready fucking die already,Potential Suicide post 
i want married,Not Suicide post
rt coletterojean i hate i rate my group members iâll always rate higher iâd rate myself knowing damn wellâ,Potential Suicide post 
final results my cbs bracket challenge ncaa mens tourney th surely generation folks send me trophy,Not Suicide post
magicmagid harryslaststand my ggrandfather fought ww earning military medal la boisselle ââ,Potential Suicide post 
twitme lol curry cuppa tea glass merlot free doggie im happy negotiate,Not Suicide post
dang man iâm god damn insecure sigh i hate myself,Potential Suicide post 
i want xbox i want state decay i dead ass donât time play really would pointless purchase,Potential Suicide post 
todays goal complete everything my list nap day lol,Not Suicide post
my cousin recently retired years military committed suicide day realdonaldtrump electedâ,Potential Suicide post 
leader band tiredamphis eyes growing old,Potential Suicide post 
fudgegraphics hope fun time mate,Not Suicide post
misssmashlee oh alot uni working everyone handed first assignment year friday crazy,Not Suicide post
doubleathahalo dunno u said i like,Not Suicide post
getting ready take munchlet vet absolutely nothing relaxing next two days,Not Suicide post
likeaword i love exciting see new growth everywhere insects making first pollen bustling hedges birdsong,Not Suicide post
i hate myself much i want kill myself yâall ðð,Potential Suicide post 
got car accident i wish worse i gotten fatally injured i driving sometimes i imagine crashing something dying i close calls recently drivers i often think afterward i wish ended hitting me i dont know i feel like ive taking sertraline generic version zoloft stopped me feeling horrible normal day day basis whenever something ordinary happens like car accident i mess something like i never taken medsi feel like i want dont want die last couple years horrible me i still dreams want things i started taking sertraline i actively planning my death like i feel half wanting keep going half wanting die my life moves forward much car accident going cost me my family lot money my fault maybe would gotten compensation i died i wasnt around anymore would sad i also wouldnt able disappoint cost afford anymorei ama terrible daughter,Potential Suicide post 
ijamidayu thanks bro baru dpt login wc td lps reset password balik,Not Suicide post
anup yea keep getting better,Not Suicide post
jasonjdenis good morning jason hope youre enjoying tweeting my twitter friend,Not Suicide post
anyone know i buy piano sheet music script im reluctant order online i buy dublin,Not Suicide post
simonbigpicture course i dont trust single source filter data,Not Suicide post
awesome song press play tape geekyness best,Not Suicide post
secondcitystyle lol i thought post buying good cheap wines,Not Suicide post
kcofficial night kelly x,Not Suicide post
i hate iâm talking myself someoneâs like âhuhâ canât girl conversation peace around god damn,Potential Suicide post 
bwagy good people like arent scared say real tweets transparency shown real cheers,Not Suicide post
wterrence jennbrenstore guy total complete product progressive reeducation words heâ,Potential Suicide post 
rt drugforumsbest i woke bag my head i intentionally overdosed conbo mg diclazepam half handle bouâ,Potential Suicide post 
daveixd insulting invent i know get birthday,Not Suicide post
make logical sense twisted vâ,Potential Suicide post 
interesting night i love my sisters,Not Suicide post
unfortunately i canât leave well enough alone tryingâ,Potential Suicide post 
basil hafiz nice gay moment studio,Not Suicide post
animeesayi want say ill never active quite sure i dont reason anymore anyways bye everyone take care,Potential Suicide post 
rt memorymess pain itâs like fire amp memories alcohol increases flare ever felt crack brokenâ,Potential Suicide post 
certain centurions servant dear unto sick ready die luke #jesus #god #bible,Potential Suicide post 
dylanphayes woop im keen head sydneymelbourne even yyy come still roadtrip,Not Suicide post
bom dia twitters,Not Suicide post
tweetdeck icons annoyng desktop change devianart,Not Suicide post
madysongreggcastroville txrt jaemverse i dont want anymore,Potential Suicide post 
kalpenn thank kal youre great good luck everything youll,Not Suicide post
i almost attempted suicide someone blackmailed me threatened me thrown jail something i didnt knew i worked my parents names,Potential Suicide post 
officialcole hy colei come germany my biggest wish contact youi know i never see itãââs ok,Not Suicide post
bmkerchief i love time post update ur profile picture amazing site let me tell u,Not Suicide post
everyday i hate my life i really feel im destined miserable forever,Potential Suicide post 
searching good dress care help me,Not Suicide post
i finished feeding kayden breakfast relaxing watching shrek,Not Suicide post
my bottle pop shake me,Not Suicide post
benjamenus oh blimey dont worry i wouldnt say anything i wouldnt say personally,Not Suicide post
waking cant decide drink breakfast amp people becoming twitter addicts funny,Not Suicide post
turn look future interesting times ahead,Not Suicide post
rt enews congratulations #bts winning music group #pcas,Not Suicide post
going back os x forced month hiatus my windows linux boxes makes me happy camper,Not Suicide post
hr debugging css problem colleagues computer i remembered i installed ie my pc couple weeks ago,Not Suicide post
rt myugnjuns anyways arohas lets work hard show love support astro comeback provide us another good,Not Suicide post
candyguytillsonburg ontarioamvetsupport ok,Potential Suicide post 
i took twitter break im back,Not Suicide post
shelleybookworm hah round shape indeed round parts me id like plane,Not Suicide post
rt bakugousblackgf nishinoya small ready die eat my ass spirits,Potential Suicide post 
rt niallofficial wins weeks congratulations tyrrellhatton machine,Not Suicide post
i think may time really dirty songs nickelback lol,Not Suicide post
paulissima toolbar set functions special actually specifically useful translator,Not Suicide post
fuck i cant sleep going shopping today,Not Suicide post
i asking god i keep loosing people my life i see everyday cant move ahead life,Not Suicide post
hurrah someone listening delay long missed meeting back home walk dog reschedule,Not Suicide post
gigdiary bugmum i think got descriptions mixed bugmum either gotta tease treat em mean,Not Suicide post
geeklitebeta follow reading tweet quotwhy every second quot,Not Suicide post
i hate myself,Potential Suicide post 
grapevine looking forward new website,Not Suicide post
wishing happiness love theâ,Not Suicide post
feel like running away far away great place one find me,Not Suicide post
im gunna lazy day today woo good timezzzzzzzz,Not Suicide post
i want kill myself i afraid die i dealing pain years i seen many therapists tried medication nothing worked i told my parents tonight i wanted commit suicide caused nothing chaos my house i looking online ways die figured drinking taking medication way go me i already drinking hesitant take medication i scared die i believe god i know comes death i scared pain afraid hurt i succeed,Potential Suicide post 
i stay night tryna make myself feel alright im uncomfortable fall asleep ugh fuck bitch roâ,Potential Suicide post 
my life meaningless i want end my life badly my life completely empty i dont want create meaning creating meaning pain long i hold back urge run my car head first next person coming opposite way i stop feeling jealous tragic characters like gomer pile swift end able bring lives,Potential Suicide post 
rt joshyugen entratalorna maymayentrata hi tita entratalorna i know humble genuine even though itâ,Not Suicide post
i absolutely nail my job i despise my heart manage royally fuck every siâ,Potential Suicide post 
sat home nothing looking foward bakewell next week though,Not Suicide post
gembrodie i liked ryder quite awhile amp good see perform televised fight i loving,Not Suicide post
pinksealight haha lol omg im freezing haha,Not Suicide post
dsilver i saw photos hot,Not Suicide post
cool i my leaping theme music i going forgo thinking fact pepe le pew music leap,Not Suicide post
jaimiefanatic time mc flipside mix came sooooooooooooo goooooooooood,Not Suicide post
my financial situation getting worse my mental health suicide my plan z i feel like i reach plan z i think i committed suicide years old i thought lot i grew i made my life worse,Potential Suicide post 
seanhannity every day becomes disappointment us americans want america back lâ,Potential Suicide post 
rt shaunking i supporting repbarbaralee,Not Suicide post
i tired everything i wanna die,Potential Suicide post 
rt elsierosehewitt much anger must u carrying treat stranger whoâs lifestrugglesbattles know nothing poorlyâ,Potential Suicide post 
prays new job career praise god i got new job,Not Suicide post
hooraaaaaaaaaay proud itty bitty droplet ð congratulations joshuaharder youâ,Not Suicide post
rt vanbrueghel release my body,Potential Suicide post 
rt trilllizard i swear motherfuckers want people horrible racist rapist homophobic pedophiles die giâ,Potential Suicide post 
mmmbaileys me happy birthday loving foxy avatar pic well serious party plans big day,Not Suicide post
i something october i overdosed i felt alone horrible i hospital two days i walk hallways my school always look me weird say i take pills i hate i one i voice my head wont go away i cant myself anymore thanks reading,Potential Suicide post 
big law killed my husband open letter sidley partners widow #suicide #depression #shame,Potential Suicide post 
smeykunz fun ladies night anyone join,Not Suicide post
guess die today thatâs me iâm tired everything rn iâm hurt,Potential Suicide post 
i wanna bring mac didnât die cocaine mixed fentanyl literally line âshit ainât tâ,Potential Suicide post 
watching tron oh my goodness genius stuff bike scene flashed,Not Suicide post
sugar puffs breakfast amp listening mcfly great way start my day,Not Suicide post
dvroegop slides,Not Suicide post
elianasunshinenewfoundland canadart animeesay i want say ill never active quite sure i dont reason anymore anyways bye everyone tâ,Potential Suicide post 
open today til pm come see us,Not Suicide post
kdwow sorry i keep missing u kd u dont need apoligise nothing bad days u dealingâ,Potential Suicide post 
imjustcreative bless ya fella,Not Suicide post
rt wannursyaira i never say my life miserable my life pretty good gonna lie seems âprivilegedâ life may nâ,Potential Suicide post 
ourdave good routes todays ride laps,Not Suicide post
painful thought losing another young person suicide makes extremely hard see famâ,Potential Suicide post 
diablocody i loved chelsea lately,Not Suicide post
robjjones moody woods absolutely awesome,Not Suicide post
since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die pâ,Potential Suicide post 
kimlet oh great thanks ill pass around,Not Suicide post
omg serious shit im getting thursday tho wat want i got reply yeow,Not Suicide post
melissalyford youre sweet daughterinlaw i hope goes well today,Not Suicide post
poindexterity ooh ive never alameda flea market must check thank,Not Suicide post
tcouto cool stuff,Not Suicide post
ive truly never happier my life im rid toxic people brought me thoseâ,Potential Suicide post 
sofifii thats big one,Not Suicide post
poorboyonline reason get banned k rightronnie stay banning folks nothing tryâ,Potential Suicide post 
damn i really hate myself,Potential Suicide post 
night enjoyed chat connectmums check,Not Suicide post
rt babitabandhu mlekhioffice world got right path celebrating matri pitri pujan diwas started #bapuji #serviceforhumanity,Not Suicide post
kimmmyberley lol makes good points i love customers bought crocs also bought hilarious,Not Suicide post
aahhh i need sleep cloverfield worth,Not Suicide post
psandalio yeah i remembered reading i think someone else mentioned ittheres still room market,Not Suicide post
philipmccluskey i gotcha my fridge sure photographed well though arg,Not Suicide post
glad got changed times morning xd lovely amp sunny,Not Suicide post
i probably kill myself i always depressed long i remember summers better school always makes much worse i probably would tried kill myself last may i car i last may worst ever i transferred early college program soi amtaking classes cc instead my shitass high school ive school two weeks progressing way faster normal idk i want die nothing traumatic happened me i i hate myself much i probably co myself doesnt get better soon,Potential Suicide post 
carlotaxx evening carlota bad thanks bit tired normal rolls eyes,Not Suicide post
sowathearrogant well partially right i want get sick die i would dance grave mayâ,Potential Suicide post 
cyberpenguin i really goodtired good,Not Suicide post
rt anjellycaa iâm point semester iâm tired everything i want roll die,Potential Suicide post 
today i almost kill myself i almost hit bus thank allah,Not Suicide post
my friends think im weird i watch news timewatching news,Not Suicide post
i want overdose advil benadryl end i enough job i really tired shit i want give,Potential Suicide post 
lololololol i hate i trust people ugly pictures myself break trust like lol damn ok like sometimes,Potential Suicide post 
my view canada worth half didor wouldnt presidenthe treats friends like shiteveryone enemythe usa lost respect herewe want tou build wall herecause dont trust anymore,Potential Suicide post 
i want explain yourself me,Not Suicide post
rt reckless i jealous insane taylorlorenz story i want die,Potential Suicide post 
jamfactory beautiful typically macy web site,Not Suicide post
im going kill myself my art teacher expanded homework needed go like fucking five times i thoâ,Potential Suicide post 
mattkelland dalek great,Not Suicide post
rt hullablue daughter delighted see assistant referee today hair like mine i referee,Not Suicide post
mbappe tired,Not Suicide post
rt milradjalen raesanni i agree itâs awful makes sense regardless last mistakes didnât deserve die mocking himâ,Potential Suicide post 
rt dcostaroberts pentagon spent millions prevent suicides suicide rate went instead,Potential Suicide post 
man game thrones going end next year ill wait years twow ados come get mâ,Potential Suicide post 
hi joined i think brill haha still bedcouldnt bothered getting anywaybye,Not Suicide post
thinking killing myself i got raped years old drunk homeless man trying find i live i year old boy friends my gf dumped me everyone hates me my mom dad hate me i got abused i kid i dont reason live anymore i want kill myself,Potential Suicide post 
rt therealmickeyt wasnt performance wanted delighted point still unbeaten amp got best gk world,Not Suicide post
ny flight delays thank goodness las vegas memorable loved fobatlcs concert,Not Suicide post
going take nap going bm tuition,Not Suicide post
rt porrafelipeee figure me dead motherfucker,Potential Suicide post 
bensummers isnt sweet altruism finest,Not Suicide post
edit my mood,Not Suicide post
aaronspears shes soo cute good luck museum thing lol,Not Suicide post
thatalisongirl i think ginger next door fight like bad one i dont know,Not Suicide post
want kill,Not Suicide post
mankind afraid death lately i asking myself often often fear death nowdays back middle ages example course fear getting hell stupid shit like today even completly painless would struggle end i myself suicidal i would say even i think often quit go pussy easy way i struggle life instead going easy route personally i think mankind fears unkown dont know whats death none really came back actual death reported like actual clinical dead really reason like i know i going kill myself yet probably stays way i much pussy pussy get i mean,Potential Suicide post 
i want everyone feel my pain i sick everyone trying hold me take advantage mei amsick always second choicei amsick neglected feared hated i want everyone feel my wrath my pain i sick hiding shadows taking i want everything ever me happen times i hope never get reliefi amsick people i afraid admit makes me sick see many happy people perfect lives dont deserve i cant happy anyone else,Potential Suicide post 
back home finished dinner stopped minute still much tonight back later,Not Suicide post
weird pizza place standing room around dinnertime pizza named me woo,Not Suicide post
im fucking tired depression i woke feeling productive today i dont want anything i feel shitâ,Potential Suicide post 
jessedonoe i mean my life miserable i guess light end tunnel,Potential Suicide post 
pembrokedave working matey im next week,Not Suicide post
i done my last post i tired living good thing left my life my girlfriend broke me i feel alone hopeless i dont really feel like going i really want kill myself,Potential Suicide post 
eating usualcant wait pogo thursday night whoop,Not Suicide post
rabbitroodle me yay good morning,Not Suicide post
inmyheadstudios wellgood morning i thinklol nothing like playing muscial chairs sleep,Not Suicide post
destanigroup thanks link fastpitch,Not Suicide post
caugh caugh i darth batman brilliant crossover ever,Not Suicide post
i weak i cant keep besides my new jobs fault thati amfeeling way i punish going leaveim supposed better pointi terrified taking stress leave nowi amstarting convinced killing myself option my doctor me meds probably i crazy i dont know i dont friends either family support net dont friend shit i my boyfriend talk isnt problem i wont saddle my weakness i shit person i deserve,Potential Suicide post 
i feel lonely,Potential Suicide post 
madhoward im almost caught himym i watched episodes calamus last night ssssoooo good,Not Suicide post
rt sevenshepherd certain centurions servant dear unto sick ready die luke #jesus #god #bible,Potential Suicide post 
town see later,Not Suicide post
jonathanrknight thank inspiring people check great cause might otherwise known,Not Suicide post
forgot twitter amp pleased know people joined,Not Suicide post
sis dont my life isnt think my life miserable,Potential Suicide post 
aplusk ha nicea lot like love tv right cute movie,Not Suicide post
besties staying tonite,Not Suicide post
rt nickdmiller damn hardcore i hate myself preheating many ovens clear ap style,Potential Suicide post 
alexiaaa hahas sucks,Not Suicide post
nikkiclifton thank precious woman may receive exceedingly could ever hope imagine,Not Suicide post
time finally come i finally ready end years sickening life i ready end i done earlier my life coping i die depression involutary celibate thought resorting sex work death i motivation i die city i born bridge meters tall enough kill me i fall concrete goodbye meaningless world,Potential Suicide post 
cityrat nothing congratulate task thanks geovolt i dont work maemo group,Not Suicide post
i tired i want sleep i afraid i might dream i guess my fault i guess my problems my fault ive heard thats supposed make me feel better means i work get better change things makes me feel worse i know i wont people wont care i die i asked least i could rest i wouldnt tired i wouldnt,Potential Suicide post 
i think my moment coming seems pieces my life already set seems fate wants my mom leave house work seems my opportunity free nobody cares i die every day i get i think suicide carry i wish i gun i think i find way ive already lost everything i enjoy my music like girl i like love someone else i friends i never girlfriend disgust life maybe better leave place,Potential Suicide post 
wow i woke theres bag next my bed i hate alcohol wtf happened tonight thanks everyone came my bday dinner,Not Suicide post
lejeff oh pants im hanging old folks back england defo b i get back tho,Not Suicide post
thatswhack whoa i want,Not Suicide post
#totd faves time bedhave good nightday see amif faves time bed,Not Suicide post
i didnt want see painting done,Not Suicide post
tired,Not Suicide post
im tired living pay check pay check scammer wanna dm please ðð,Potential Suicide post 
ya ill go complete social media strike till i change myself completely im unlearn fuckedâ,Potential Suicide post 
sitting studio talking danniee beee ignoring me adding friends facebookthat reads,Not Suicide post
relationship might want pursue wasnt involved something illegal,Not Suicide post
janniestwbox dip keeps following me neh gaat alweer stuk beter gelukkig one days,Not Suicide post
installing meebo talk me i online,Not Suicide post
my baby tired,Not Suicide post
done stress,Not Suicide post
rt soieange my ultimate goal end like miserable people around me settled life perpetually bitter abouâ,Potential Suicide post 
writingprincess also designer clothes,Not Suicide post
youre tired living st th need immediatelylike regular deodoraâ,Potential Suicide post 
acrobat select tile option little square towards bottom screen youre changing background,Not Suicide post
realrobbrydon cant wait friday im coming see recording know fridays guests yet looking forward,Not Suicide post
good morro i dream i banned ggui,Not Suicide post
khushiall dont make topic sure youll get replies soon,Not Suicide post
i want clean dishes,Not Suicide post
me i finally die saying i want die every single day,Potential Suicide post 
i r tired i suppose thats i get procrastinating damn i hate my ego tied grades i blame capitalism,Not Suicide post
sorinna billie holiday i love one ãââtãââainãâât nobodyãââs business i doãââ,Not Suicide post
nerercket dont worry well make,Not Suicide post
wanted kill,Not Suicide post
moeruitami#xbrp #mvrpyeah fuck im logging ill maybe make another account time follow people i like i really dont want anymore i dont enjoy verse waaay toxic,Potential Suicide post 
i even come back i want fucking die im tired everything,Potential Suicide post 
rt dra buying girl weaves love language ð,Not Suicide post
eating prepeeled oranges lazy peel my orange,Not Suicide post
mendelt goodmorning dude long time see,Not Suicide post
neilpk pcviking dianemarieposts msfricker narrow mindedits people jsutâ,Potential Suicide post 
ilovetypography danish quotrytmequot,Not Suicide post
i thought iâve hated myself i really truly hate myself god damn much,Potential Suicide post 
sputnick welcome amp good see,Not Suicide post
ahhh shoe throwing tradition pakistan iraq india,Not Suicide post
tellin two my bfflãââs sign,Not Suicide post
bbqnyc thats right unc game,Not Suicide post
alexasbertholdthe mooni cant im fucking wreck i havent touched thing work i cried since i dont want leave i go say goodbye someone i shouldnt idk myself anymore,Potential Suicide post 
reason great day yesterday hopes today good,Not Suicide post
survive tired like shit whatâs point living,Potential Suicide post 
i hate myself sm i wanna die i donât deserve live,Potential Suicide post 
tennisgrapevine thousands dead children put sigh,Potential Suicide post 
im tired living tbh,Potential Suicide post 
damn i hate myself,Potential Suicide post 
regyates nice pictures glad good time,Not Suicide post
coollike dont quit twitter,Not Suicide post
rt akiresaur learn art alone happy time,Not Suicide post
sokeri thanks help i realized i need make work,Not Suicide post
checking virtual box looks quite nice,Not Suicide post
rukaarii woken pleased good match,Not Suicide post
somebody kill evil version me please,Potential Suicide post 
heading home today easter break my parents dont think ill home til thursday surprise,Not Suicide post
rt mandalmadhura narendramodi itâs black diwali us failed #letavnilive reached ur office evideâ,Potential Suicide post 
i dont want anymore,Potential Suicide post 
im getting tired people going everything like literally everytime i die cuz someone goes my stuff,Potential Suicide post 
theed uh oh youre trouble,Not Suicide post
my first game settlers i didnt even realize i could pound haha,Not Suicide post
hey hey hey joined twitter sounds like nice thing,Not Suicide post
boddingtons baby id try anything first time wi,Not Suicide post
ptsd alcohol i extremely horrible violent stuff happen me years ago i nowi i forgot repressed whatever several years something unrelated one day made me remember everything came flooding back my mind like i reliving felt like i never ending panic attack days buried trauma explained lot my alcohol pornography cigarette usages insanely high point fucked my life relationships people close me signifigant waysi amafraid talk happened anyone even people i trust like my family potential therapist due extreme irrational paranoia people involved finding hurting me sometimesi amjust completely consumed negative horrible thoughts cant escape i tried getting sliding scale therapist couple years ago even gave idea therapy i dont know i dont want give,Potential Suicide post 
amyburgh problem,Not Suicide post
buying gun tomorrow since stores closed i spare details my life since one give shit anywayi amjust done everything nothing helps yes i well aware i alone doesnt make shit difference nothing done i sick wasting life time money air much i love people my life arent worth living shit help dont know i tried knives i cant bring myself draw blood,Potential Suicide post 
one seat church jason my life my choice my belief my artistic expression sorry thereâ,Potential Suicide post 
michaelgrainger heh heh cld use anything almost lol,Not Suicide post
thetoffeemen simonmidi ronaldkoeman everton sure get homework done celebrating poin,Not Suicide post
weinerburger haha alright ended paying abt yes i coming school tmoro oh oli pood tday,Not Suicide post
iâm tired lies living lies people showing versions want show shows people put,Potential Suicide post 
happy birthday big guy keep good work brandonleach,Not Suicide post
andreascliment nice piece software indeed,Not Suicide post
im exhausted point i need my peace ive gone far deciding i would die cut ties iâ,Potential Suicide post 
rt juliareyes ryankingry picture cus damn looking good ðð,Potential Suicide post 
iâm tired struggling im tired asking help mostly iâm tired life itâs worth living anymore,Potential Suicide post 
ok i tkts nite fast furious hope great sold weekend,Not Suicide post
michelpoulain bon courage pour magento,Not Suicide post
i want healthy,Not Suicide post
i hate myself anything world,Potential Suicide post 
im motherfucker want dead,Potential Suicide post 
stml overdoing william gibson novels,Not Suicide post
rt theseoulstory cheers wonderful years highlight happy th anniversary guys entaroundus #celebratehighlight,Not Suicide post
i think homies right thing amp deserves every dollar get steelers silly paying himâ,Potential Suicide post 
joshmadden omg thanks replying me made me sooo happy please folow meive learnt much blogs,Not Suicide post
rt afrocybergal iâve ugly my life ugh fair i wanna cute least one era my miserable life,Potential Suicide post 
limrobmichael wala akong specific problem actually iâm drained tired everything i wanna die hahahaha,Potential Suicide post 
pezholio interesting digital engagement peep good know theyre engaging people coal face,Not Suicide post
vfpuk my ggrandfather fought ww earning military medal la boisselle â thought fightâ,Potential Suicide post 
lisaindallas nerd lisa retard remember special olympics i dont speak austrian guy breathtaking,Not Suicide post
important meetings happening office im needed yes,Not Suicide post
i happy age i think best i die i years old i anxiety my entire life depression since i gotten worse worse years add misophonia makes life torture especially bad i dont know fucki life reason i live my friends family i scared die ironic i wish i dead time least i wish i never born life scary anyway things dont get better next years i fucking quit maybe i pussy like pathetic piece shit coward i i dont know,Potential Suicide post 
damn hardcore i hate myself preheating many ovens clear ap style,Potential Suicide post 
got banned my boy claysters chat thot gf lunalovebadxo saying sad cod pros wake pmâ,Potential Suicide post 
tayjasper alrite thanxx,Not Suicide post
squishynoms get mumps thankfully my life spared woop,Not Suicide post
wanna fucking sleep never wake ever ð,Potential Suicide post 
messi tired,Not Suicide post
rt waynerooney congratulations joe cole brilliant career enjoy retirement mate ðððó ó ó ó ó ó ðð,Not Suicide post
rt iriswestallens i want remind yâall without iris barry allen would dead right sheâs useless right #theflashâ,Potential Suicide post 
thefemgeek interesting i asking myself question,Not Suicide post
markgeollli pls donât bring image my mind iâm ready die,Potential Suicide post 
mummyofmany i homemade brownies,Not Suicide post
hichew literally best fucking candy ever,Not Suicide post
i think i live me i sexually abused years i take one second reliving feeling hands my body i would rather take my life live guilt shame i feel i tell anyone happened me i feel like i going insane,Potential Suicide post 
carly love new song chorus real nice catchy gud job track recording jordan,Not Suicide post
i ended hospital suicide attempt my heart messed wont let me leave i medically stable i go psych hospital i sure work,Potential Suicide post 
ergo my dreams would crushed would i work dead end job rest my life let forms oâ,Potential Suicide post 
mykitchenstore planning first one year egg hunt,Not Suicide post
quite bored reallyyy phone my baby x,Not Suicide post
rt deepeexo fun amp games youre throwing hotcheetos,Not Suicide post
easter egg without calories,Not Suicide post
missgc yeah ive seen reply congrats dear must happy,Not Suicide post
dandad beautifully designed fully accessible html website,Not Suicide post
missed my chance love death cant come me fast enough iq thats th percentile i also ms ba top ten schools cant figure somehow i old attract someone i attracted i behind ivy graduate k years old temp position enough make me worth something i tired loved i envy attention women get i dont think i ever wanted like good enough,Potential Suicide post 
hughsbeautiful me gonna awesome eeek one week,Not Suicide post
raikb tired everything,Not Suicide post
feeling happy giant box chocolates arrived morning easter wonderful underrated holiday,Not Suicide post
wolfgirl may th couldnt wait longeri waiting someone ask lol,Not Suicide post
got back sweltering morning covering cowboys preseason training aircon office brokenâ,Potential Suicide post 
theschwasound feraljokes bethlynch fuck somebody come kill me please,Potential Suicide post 
capnskulduggery oh dear nearly bedtime least im sure tomorrow better i urge hibernate got work,Not Suicide post
ozazure i trimmed ill post photos soon,Not Suicide post
pixieguts really call superman save need ya,Not Suicide post
hates people facebook trying convince jp get iphone,Not Suicide post
vkwheels i love fact i said like chandler my head i read kept reading n saw u say quotjust like chandlerquot,Not Suicide post
need give big huge massive shout mannyhockey scraper expertise amazing intelligenceâ,Not Suicide post
greyseer decently functional im work today,Not Suicide post
im leaving forever youll miss me whatever,Potential Suicide post 
working like crazy,Not Suicide post
deinstallation fun wielding power drills amp love my spreadsheet organization,Not Suicide post
bought new reads ten commandments business failure softies new friends sew crochet,Not Suicide post
i donât care fuck me end day i came world alone im gon die alone saiâ,Potential Suicide post 
deahq raid drs offices know illegal fentanyl thru mail killing people people sâ,Potential Suicide post 
i going kill myself tonight i lesbian grad student conservative big name school america my life shit i lonely girls want use me sex i dont feel loved friends ive struggling find dissertation lab i invented something professor undergrad shes stealing giving me credit i want make sure i right way i gone i fucking tired feeling valued,Potential Suicide post 
webfreelancer hi hi,Not Suicide post
sagebrennan uuuuuuuuggghhhhhh chinese english,Not Suicide post
mileycyrus lol conbrainer store thats cute,Not Suicide post
want kill,Not Suicide post
tired,Not Suicide post
electroginge buy mac yay,Not Suicide post
childfreeonline yes i would pay fly #childfree section,Not Suicide post
always fucking stressing good day day i feel like im going fucking lose wouldnt care tho im worthless,Potential Suicide post 
i going lilyroseallen keen come june,Not Suicide post
today i almost kill myself i almost hit truck thank god,Not Suicide post
aamelia lots many i illegaly downloaded h lost i haz whatev ones tozz emails me,Not Suicide post
good morning tweeterville looking forward tweets today make awesome day,Not Suicide post
gasi everything,Not Suicide post
